TABLE_SCHEMA,TABLE_NAME,n_date_typed,n_money_typed,n_recovery_named,n_claim_named,n_cols,date_cols,money_cols
evernorth,Evernorth_Compliance_UnitsOfWork,6,0,0,0,20,"PartDEffectiveDate, RequiredECRSTermDateUpdate, DateSentToCEM, DateReturnedFromCEM, EffectiveDateOtherDrugCvg, PrimacyWindowStartDate, PrimacyWindowEndDate",
evernorth,ManualEcrsUpdateRecords_current,0,0,0,0,22,"EffDateRx, NewEffDateRx, TermDateRx, TypeOfupdate, EffDateOHI, NewEffDateOHI, PdrUpdateType",
evernorth,qryPPPEvernorthRxCommVsCAQHStagePrepay,10,0,0,0,64,"EvernorthDOB, EvernorthEffectiveDate, EvernorthTermDate, CAQHDOB, CAQHEffectiveDate, CAQHTermDate, CAQHSubscriberDOB, CoverageOverlapStartDate, CoverageOverlapEndDate, CAQHDateOfBirth",
CenteneRetro,HNT_XAMEMMD20250905_full,0,0,0,0,43,"BirthDate, EffectiveDate, TerminationDate, Date_Of_Death",
RetroTerm,PostValidationOI_Carefirst,5,0,0,0,53,"SubscriberDOB, OtherDOB, OtherSubscriberDOB, InsertDate, OverlapStartDate",
dbo,COBFinalTableCounts,1,0,0,0,4,MaxMatchDate,
dbo,CignaMatchReportDiscrepancy,3,0,0,0,18,"MemberDOB, OIEffectiveDate, OITerminationDate",
dbo,DirectsStep1aBCBSNCState,1,0,0,0,2,MinDOC,
dbo,Evernorth_PAPReport_History,6,0,0,0,24,"DateOfBirth, PAPEffective, EligEffective, PAPTermination, EligTermination, InsertDateTime",
dbo,ExcellusRetroEligPrep,3,0,0,0,15,"EffectiveDate, TerminationDate, DateOfBirth",
dbo,PreCEM_BCBSSC,4,0,0,0,45,"DOB, SubscriberDOB, OtherDOB, OtherSubscriberDOB",
dbo,TuftsRxPreMiningEligibilityCache_temp,7,0,0,0,59,"MemberDOB, EffectiveDate, TerminationDate, EligibilityUpdateDate, cEffectiveDate, cTermDate, dDateofDeath",
dbo,WellcareRxComplianceVsCVSPBMRx_Backsweep_HistoricalPRMPull,2,0,0,0,23,"EffectiveDate, TerminationDate",
dbo,WellcareRxComplianceVsCVSPBMRx_Backsweep_HistoricalPRM_UniqueRecords,3,0,0,0,28,"EffectiveDatePolicyIDRank, MemberDOB, EffectiveDate, TerminationDate",
dbo,aborted_mining_runs,1,0,0,0,13,run_date,
dbo,qryPPPAetnaQNXTRxMcdVsAuditEligStage2c,3,0,0,0,27,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPAetnaRxCommVsCAQH_OS_Comm_PriorityDeduping,7,0,0,0,45,"DOB, AetnaPolicyStartDate, AetnaPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPAetnaRxPartDVsEnrichEligCommStage2,3,0,0,0,29,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPAnthemRxCommVsEnrichEligCommStage2a,1,0,0,0,18,MemberDOB,
dbo,qryPPPCenteneRxCommVsCAQH_OS_Comm_PriorityDeduping,7,0,0,0,45,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPElevanceRxPartDVsCAQHOtherPayerComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPEmblemRxPartDVsAuditEligCommTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPHumanaRxPartDVsPBMEligCommStage1b_08102021,2,0,0,0,6,"EffectiveDate, TermDate",
dbo,qryPPPPremeraMedAdvRxPartDVsCAQHOtherPayerComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPTuftsRxCommVsEnrichEligPartDStage1,3,0,0,0,26,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPTuftsRxCommVsUnkCAQHCommStage2c,5,0,0,0,22,"DOB, CurrentCoverageStartDate, CoverageExpiredDate, OtherCurrentCoverageStartDate, OtherCoverageExpiredDate",
dev,PrepayMiningHistory,2,0,0,0,7,"InsertDateTime, OI_EffectiveDate",
dev,qryPPPAetnaRxCommVsCAQHComm_RawTest,6,0,0,0,41,"DOB, AetnaPolicyStartDate, AetnaPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, OtherSubscriberDOB",
dev,qryPPPEvernorthRxCommVsCAQHCommCignaPrepay_QueueInsert,5,0,0,0,21,"OI_SubscriberDOB, OI_PatientDOB, OI_EffectiveDate, OI_TermDate, MedicareEffectiveDate",
evernorth,qryPPPEvernorthRxPartDVsEnrichElig_Postpay,11,0,0,0,80,"OI_EffectiveDate, OI_TermDate, OI_PatientDOB, RxMemberDOB, Evernorth_EffectiveDate, Evernorth_TermDate, OI_SubscriberDOB, OtherDOB, OtherSubscriberDOB, DOB, SubscriberDOB",
moda,qryPPPModaRxCommVsEnrichEligPartDStage2a,1,0,0,0,17,MemberDOB,
staging,127177_tprcmommvm04.20250208_010650,0,0,0,0,23,"DATE_LAST_CHANGE, EFF_BEGIN_DATE, END_DATE",
BcbsMn,qryPPPBCBSMNRxMcdVsEnrichElig_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,AetnaRxRetroTerm_FrontRunnerSubmission,5,0,0,0,22,"DOB, Date Of Service, MiningTermDate, InsertDateTime, MiningDate",
dbo,CenteneOhiRptLog,1,0,0,0,5,StepDate,
dbo,ClinicalJobMonitorDMG1,2,0,0,0,11,"LatestRunDate, LatestRunDateIteration, DateUpdated",
dbo,ConfirmedBadOI,3,0,0,0,20,"RecapEffective, RecapTerm, LastConclusionUpdate",
dbo,CrossDivisionRecap_CommVsComm_Evernorth_Step1_SB,6,0,0,0,30,"PatientDOB, PrimacyEffectiveDate, PrimacyTermDate, OIEffectiveDate, OITermDate, MemberDOB",
dbo,DirectsStep1bBCBSNCState,1,0,0,0,2,MinDOC,
dbo,EvernorthOHILetter_Annual,5,0,0,0,34,"OIEffectiveDate, OITerminationDate, EligEffectiveDate, EligTermDate, EligDOB",
dbo,FinalTableCounts,1,0,0,0,6,MatchedDate,
dbo,HAPRxRetroTermStep3,7,0,0,0,24,"FileCreateDate, MemberDOB, EffectiveDate, TerminationDate, MaxEffectiveDate, MaxDataDate, WorkableTerm",
dbo,MMOHCEMResults,12,0,0,0,43,"DOB, PrimacyWindowStartDate, PrimacyWindowTermDate, side1subtermdate, Side2PartAEffectiveDate, Side2PartATermDate, Side2PartBEffectiveDate, Side2PartBTermDate, Side2PartDEffectiveDate, Side2PartDTermDate, OtherDOB, OtherSubscriberDOB",
dbo,PreCEM_United,4,0,0,0,45,"DOB, SubscriberDOB, OtherDOB, OtherSubscriberDOB",
dbo,jabtesting,2,0,0,0,10,"LookupTimestamp, OtherSubscriberDOB",
dbo,qryPPPBCBSARRxPartDVsAuditEligCommStage4b,1,0,0,0,5,MedEffectiveDate,
dbo,qryPPPCenteneRxCommVsEnrichEligPartDStage2,3,0,0,0,30,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPCenteneRxPartDVsCAQHOtherPayerComm_GetCenteneRxEligibility,7,0,0,0,46,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPCenteneRxPartDVsCAQHPayerComm_GetCenteneRxEligibility,7,0,0,0,45,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPCignaRxPartDVsPBMEligComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPEmblemRxMcdVsCMSEPartD_MedicareEligibility,1,0,0,0,4,PatientDOB,
dbo,qryPPPExcellusRxCommVsCAQH_OS_Comm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPExcellusRxCommVsEnrichEligPartDStage1,3,0,0,0,26,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPHealthNowRxPartDVsPBMEligCommStage1b,2,0,0,0,6,"EffectiveDate, TermDate",
dev,qryPPPAetnaRxPartDVsCAQHPayerComm_Raw,5,0,0,0,34,"DOB, AetnaPolicyStartDate, AetnaPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate",
dev,qryPPPBCBSSCRxCommVsCAQHComm_Raw,5,0,0,0,34,"DOB, BCBSSCPolicyStartDate, BCBSSCPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate",
evernorth,EvernorthOHILetter_NewEnrolleesStage,2,0,0,0,11,"EffectiveDate, DateofBirth",
evernorth,EvernorthOHILetter_OhiCovPrep,6,0,0,0,38,"DateofBirth, TRREffDate, EligEffectiveDate, EligTermDate, OIEffectiveDate, OITerminationDate",
staging,Front_Runner_Pharmacy_RX_Eligibility_Verification_Evernorth_Submission_06242026--ELIG,0,0,0,0,105,"DateOfBirth, DateOfBirthActionCode, DateOfBirthOldValue, DateOfBirthNewValue, AdmitDate, Primary Effective Date, Primary Termed Date, MCO/ Other Effective Date, MCO/Other Termed Date, Date Of Death, Secondary Effective Date, Secondary Termed Date, Secondary Date Of Death, Third Effective Date, Third Termed Date, Third Date Of Death, Fourth Effective Date, Fourth Termed Date, Fourth Date Of Death, Fifth Effective Date, Fifth Termed Date, Fifth Date Of Death",
BcbsMn,qryPPPBCBSMNRxCommVsEnrichEligComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,CrossDivisionRecap_McdVsComm_Centene_Step1,6,0,0,0,30,"PatientDOB, PrimacyEffectiveDate, PrimacyTermDate, OIEffectiveDate, OITermDate, MemberDOB",
dbo,ESRDLookBehindCriteriaEmblemPharmacy,1,0,0,0,3,DateFilled,
dbo,ESRDLookbehindCriteriaCenteneMedical,1,0,0,0,2,StartDate,
dbo,ElixirRxRetroTermStep9,4,0,0,0,26,"DOB, EffectiveDate, TermDate, UpdateDate",
dbo,EmblemRetroEligWithTapeStats,3,0,0,0,7,"EffectiveDate, TerminationDate, MaxFileLoadDate",
dbo,EmblemRxRetroTerm90DayLagHistory,4,0,0,0,5,"WorkableTerm, MinDateFilled, 90DayLag, FirstMinedDate",
dbo,TargetedToCEM_GovernmentOneSided_Full_Results_testing,9,0,0,0,72,"OISubscriberDOB, OIEffectiveDate, OITermDate, PrimacyWindowStartDate, PrimacyWindowEndDate, PBMEffectiveDate, PBMTermDate, InsertDate, COmpletionDatetime",
dbo,qryPPPAetnaQNXTRxMcdVsAuditEligStage2a,3,0,0,0,28,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPAetnaQNXTRxMcdVsAuditElig_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPAetnaRxCommVsAuditEligCommDups,2,0,0,0,7,"MedEffectiveDate, MedTermDate",
dbo,qryPPPAetnaRxCommVsCMSEPartD_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPBCBSARRxPartDVsEnrichEligCommStage1b,1,0,0,0,7,EffectiveDate,
dbo,qryPPPCenteneRxCommVsCMSEPartD_RxEligibilityc,4,0,0,0,24,"MedEffectiveDate, MedTermDate, MedPatDOB, RxPatDOB",
dbo,qryPPPCenteneRxCommVsPartDPBMEligCommStage1,3,0,0,0,21,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPCenteneRxMcdVsCMSEPartD_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPCenteneRxPartDVsCAQHPayerComm_GetAnthemRxEligibility,7,0,0,0,45,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPElixirRxPartDvsBCBSPREligCommStage1b,1,0,0,0,6,GroupEffectiveDate,
dbo,qryPPPEmblemRxMcdVsAuditEligStage4b,1,0,0,0,9,DateFilled,
dbo,qryPPPHAPRxCommVsAuditEligStage1,3,0,0,0,24,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPHumanaRxCommVsCMSEPartDStage1,3,0,0,0,8,"EffectiveDate, TerminationDate, PatientDOB",
dbo,qryPPPMmohRxPartDVsAuditEligCommTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPTuftsRxCommVsCMSEPartD_MedicareEligibility,1,0,0,0,4,PatientDOB,
dbo,qryPPPWellcareRxVSAnthemPrimPrim_eligiblity_records_SB,3,0,0,0,20,"MemberDOB, EffectiveDate, TerminationDate",
dbo,vwAetnaRCE_HistoryEM_Monthly,2,0,0,0,4,"MiningDateTime, MiningDate",
dev,qryPPPEvernorthRxCommVsAuditElig_eligiblity_records,5,0,0,0,49,"MemberDOB, EffectiveDate, TerminationDate, EligibilityUpdateDate, GroupEffectiveDate, GroupTermDate",
dev,qryPPPEvernorthRxCommVsCAQHCommCigna_Stage3,14,0,0,0,74,"EvernorthDOB, EvernorthEffectiveDate, EvernorthTermDate, CAQHPayerDOB, CAQHPayerEffectiveDate, CAQHPayerTermDate, CAQHOtherDOB, CAQHOtherEffectiveDate, CAQHOtherTermDate, CAQHSubscriberDOB, CoverageOverlapStartDate, CoverageOverlapEndDate, CAQHDateOfBirth, OtherSubscriberDob",
evernorth,EvernorthComplianceMiningBacksweep_Step5,6,0,0,0,37,"DateOfBirth, EffectiveDate, TerminationDate, PartDEffectiveDate, PRM_OI_EffectiveDate, PRM_OI_TermDate",
evernorth,EvernorthPostCEM_NewInventory,3,0,0,0,32,"PrimacyWindowStartDate, PrimacyWindowEndDate, CompletionDatetime, RequiresECRSUpdate_NewOverlapIdentified, RequiresECRSUpdate_UpdatedTermDate",
evernorth,EvernorthPostCEM_NewInventory_ClaimlessPrepay_SB,1,0,0,0,11,DateCreated,
moda,qryPPPModaRxCommVsCMSEPartD_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
staging,127177_tprcmommvm04.20250503_051731,0,0,0,0,23,"DATE_LAST_CHANGE, EFF_BEGIN_DATE, END_DATE",
BcbsMn,qryPPPBCBSMNRxMcdVsCMSEPartD_Step2,3,0,0,0,29,"PatientDOB, OIEffectiveDate, OITermDate",
OtherInsurance,MedicaidQueryMedicalEnrichment,3,0,0,0,23,"EffectiveDate, TermDate, PatientDOB",
dbo,AnthemOhiRptCurrent,9,0,0,0,40,"ReportDate, Sub Date Of Birth, Patient DOB, OI Effective Date, OI Termination Date, Transplant Date, EsrdCoordStart, EsrdCoordEnd, ChangeDate",
dbo,AnthemOhiRptHistory,9,0,0,0,38,"ReportDate, Patient DOB, Sub Date Of Birth, OI Effective Date, OI Termination Date, Transplant Date, EsrdCoordStart, EsrdCoordEnd, InvestigationCompletionDate",
dbo,DirectsStep1aAnthemCommercialExpansion,1,0,0,0,2,MinDOC,
dbo,ESRDPatients,1,0,0,0,3,PatientDOB,
dbo,EvernorthOhiRptHistory,4,0,0,0,25,"ReportDate, DateofBirth, COBEffectiveDate, COBTermDate",
dbo,ExcellusRetroLoadEligPrep,3,0,0,0,14,"EffectiveDate, TerminationDate, DateOfBirth",
dbo,ManualIVR_CenteneRx_Age_Step3,2,0,0,0,11,"MemberDOB, Member65thBirthday",
dbo,NoteDateAnthemCommercialExpansion,1,0,0,0,2,notedate,
dbo,OscarRxRetroTermEnrichment,4,0,0,0,17,"MemberDOB, terminationdate, OIEffectiveDate, OITermDate",
dbo,PreCEM_MMOH,4,0,0,0,45,"DOB, SubscriberDOB, OtherDOB, OtherSubscriberDOB",
dbo,TargetedToCEM_RxP_Expire_And_Requeue,3,0,0,0,12,"DateCreatedRxP, PrimacyWindowStartDate, PrimacyWindowEndDate",
dbo,qryPPPAetnaRxCommVsAuditEligCommTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPAetnaRxPartDVsAuditEligComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPAnthemRxCommVsCAQHComm_GetAnthemRxEligibility,8,0,0,0,48,"DOB, AnthemPolicyStartDate, AnthemPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, OtherSubscriberDOB, EffectiveDate, TerminationDate",
dbo,qryPPPAnthemRxCommVsCAQH_OS_Comm_GetAnthemRxEligibility,7,0,0,0,45,"DOB, AnthemPolicyStartDate, AnthemPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPBCBSSCRxMcdVsCMSEPartD_MedicareOI,3,0,0,0,14,"PatientDOB, OIEffectiveDate, OITermDate",
dbo,qryPPPBcbsNcRxCommVsCAQH_OS_Comm_Raw,5,0,0,0,38,"DOB, BcbsNcPolicyStartDate, BcbsNcPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate",
dbo,qryPPPCenteneRxCommVsAuditEligStage1_test,3,0,0,0,22,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPCenteneRxCommVsCAQHComm_OS_Raw,6,0,0,0,40,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, SubscriberDOB",
dbo,qryPPPCenteneRxCommVsCMSEPartD_Step2,3,0,0,0,23,"PatientDOB, OIEffectiveDate, OITermDate",
dbo,qryPPPCenteneRxMcdVsAuditEligStage2_SB,3,0,0,0,14,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPElevanceMMMRxPartDVsAuditEligCommStage2,4,0,0,0,29,"MedEffectiveDate, MedTermDate, MedPatDOB, RxPatDOB",
dbo,qryPPPMMOHRxCommVsCAQHCommOtherPayerTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPNYSHIPRxCommVsCMSEPartD_Step2,3,0,0,0,21,"PatientDOB, OIEffectiveDate, OITermDate",
dev,qryPPPBCBSNCRxPartDVsCAQHPayerComm_GetBCBSNCRxEligibility,7,0,0,0,44,"DOB, BCBSNCPolicyStartDate, BCBSNCPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
evernorth,AnnualOhiLetterForecast2025,4,0,0,0,11,"PARTD_EFF_DATE, OHI_RECV_DATE, OHIEFFDT, OHITRMDT",
evernorth,MiningOverlap_SB,6,0,0,0,22,"OI_SubscriberDOB, OI_PatientDOB, OI_EffectiveDate, OI_TermDate, MedicareEffectiveDate, InsertDate",
evernorth,TermsForOpenEndedOIFinal,5,0,0,0,20,"OI_PatientDOB, OI_EffectiveDate, OI_TermDate, OI_SubscriberDOB, MedicareEffectiveDate",
evernorth,qryPPPEvernorthRxCommVsCAQHDistinctEvernorthMembersRankOne,3,0,0,0,5,"cEffectiveDate, FileLoadDate, cTermDate",
evernorth,vwCarrierCountbyDate,1,0,0,0,3,InsertDate,
staging,Front_Runner_Pharmacy_RX_Eligibility_Verification_Anthem_07162026,0,0,0,0,105,"DateOfBirth, DateOfBirthActionCode, DateOfBirthOldValue, DateOfBirthNewValue, AdmitDate, Primary Effective Date, Primary Termed Date, MCO/ Other Effective Date, MCO/Other Termed Date, Date Of Death, Secondary Effective Date, Secondary Termed Date, Secondary Date Of Death, Third Effective Date, Third Termed Date, Third Date Of Death, Fourth Effective Date, Fourth Termed Date, Fourth Date Of Death, Fifth Effective Date, Fifth Termed Date, Fifth Date Of Death",
dbo,BcbsNcRxRetroTermMedicalElig2,1,0,0,0,2,WorkableTerm,
dbo,ConsolidatedGrossOverlaps_prep,2,0,0,0,12,"OtherDateOfBirth, InsertDate",
dbo,CrossDivisionRecap_CommVsComm_Aetna_Step1,6,0,0,0,30,"PatientDOB, PrimacyEffectiveDate, PrimacyTermDate, OIEffectiveDate, OITermDate, MemberDOB",
dbo,DirectsStep1bAetna,1,0,0,0,2,MinDOC,
dbo,ESRDLookBehindCriteriaOscarMedical2,1,0,0,0,3,StartDate,
dbo,HapRxRetroTermEnrichment,4,0,0,0,17,"MemberDOB, terminationdate, OIEffectiveDate, OITermDate",
dbo,ManualIVR_EmblemRx_Step1,5,0,0,0,51,"MemberDOB, EffectiveDate, TerminationDate, EligibilityUpdateDate, Member65thBirthday",
dbo,OscarRetroEligWithTapeStats,3,0,0,0,7,"EffectiveDate, TerminationDate, MaxFileLoadDate",
dbo,PreCEM_Aetna,4,0,0,0,45,"DOB, SubscriberDOB, OtherDOB, OtherSubscriberDOB",
dbo,UISelectionTable2,2,0,0,0,5,"UpdatedTime, UpdatedDate",
dbo,qryPPPAetnaRxCommVsCAQH_OS_PartD_GetAetnaRxEligibility,7,0,0,0,44,"DOB, AetnaPolicyStartDate, AetnaPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPAnthemRxCommVsCMSEPartDStage2,3,0,0,0,20,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPBCBSNCRxPartDVsAuditEligCommStage1,3,0,0,0,24,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPCarefirstRxPartDVsPBMEligComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPCenteneRxMcdVsCAQHComm_GetCenteneRxEligibility_test2,8,0,0,0,52,"DOB, CentenePolicyStartDate, CentenePolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, OtherSubscriberDOB, EffectiveDate, TerminationDate",
dbo,qryPPPCignaRxPartDVsAuditEligCommStage2,4,0,0,0,30,"MedEffectiveDate, MedTermDate, MedPatDOB, RxPatDOB",
dbo,qryPPPHAPRxCommVsCMSEPartD_Step2,3,0,0,0,23,"PatientDOB, OIEffectiveDate, OITermDate",
dbo,qryPPPNYSHIPRxCommVsCMSEPartD_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
evernorth,EvernorthAllToCEM_GovernmentOneSided_Full_Results,9,0,0,0,75,"OISubscriberDOB, OIEffectiveDate, OITermDate, PrimacyWindowStartDate, PrimacyWindowEndDate, PBMEffectiveDate, PBMTermDate, InsertDate, COmpletionDatetime",
evernorth,EvernorthCOBCSide1Prep,2,0,0,0,27,"DOB, SubscriberDOB",
evernorth,qryPPPEvernorthRxCommVsAuditEligComm_Postpay,11,0,0,0,76,"OI_EffectiveDate, OI_TermDate, OI_PatientDOB, RxMemberDOB, Evernorth_EffectiveDate, Evernorth_TermDate, OI_SubscriberDOB, OtherDOB, OtherSubscriberDOB, DOB, SubscriberDOB",
evernorth,qryPPPEvernorthRxCommVsCAQHCommCignaSelection,17,0,0,0,96,"DOB, COBRAStartDate, COBRAEndDate, InitialCoverageDate, CurrentCoverageStartDate, CoverageExpiredDate, ESRDCoordinationPeriodStartDate, ESRDCoordinationPeriodEndDate, ExistingCOBVerifyDate, OtherCurrentCoverageStartDate, OtherCoverageExpiredDate, OtherDOB, OtherSubscriberDOB, CoverageOverlapStartDate, CoverageOverlapEndDate, OtherInitialCoverageStartDate, OtherNewbornMandate, OtherTransplantDate",
staging,127177_tprcmommv04.20250101_193853,0,0,0,0,23,"DATE_LAST_CHANGE, EFF_BEGIN_DATE, END_DATE",
standardized,ClinicalMatchReport,2,0,0,0,6,"ReportGeneratedDate, MiningRunDate",
compliance,WellcareInventory_AppDevProduced,1,0,0,0,5,MatchedDate,
dbo,AnthemOhiRptStage,2,0,0,0,9,"ReportDate, ChangeDate",
dbo,BCBSSCCAQH2,9,0,0,0,41,"BCBSSCDOB, BCBSSCEffectiveDate, BCBSSCTermDate, CAQHDOB, CAQHEffectiveDate, CAQHTermDate, CoverageOverlapStartDate, CoverageOverlapEndDate, CAQHDateOfBirth",
dbo,EvernorthOhiRptStage,2,0,0,0,10,"ReportDate, TerminationDate",
dbo,PreCEM_Oscar,4,0,0,0,45,"DOB, SubscriberDOB, OtherDOB, OtherSubscriberDOB",
dbo,TargetedMining_CEM_AggregationFallout_testing,42,0,0,0,107,"CompletionDateTime, Side1SubscriberDOB, Side1PatientEffectiveDate, Side1PatientTermDate, Side1PartAEffectiveDate, Side1PartATermDate, Side1PartBEffectiveDate, Side1PartBTermDate, Side1PBMEffectiveDate, Side1PBMTermDate, Side2SubscriberDOB, Side2PatientEffectiveDate, Side2PatientTermDate, Side2PartAEffectiveDate, Side2PartATermDate, Side2PartBEffectiveDate, Side2PartBTermDate, Side2PBMEffectiveDate, Side2PBMTermDate, WindowStartDate, WindowTermDate, Side1SubDOB, Side1SubEffectiveDate, Side1SubTermDate, Side1GrpEffectiveDate, Side1GrpTermDate, Side1WorkEffectiveDate, Side1WorkTermDate, Side2SubDOB, Side2SubEffectiveDate, Side2SubTermDate, Side2GrpEffectiveDate, Side2GrpTermDate, Side2WorkEffectiveDate, Side2WorkTermDate, Side1PlanStartDate, Side1PlanEndDate, Side2PlanStartDate, Side2PlanEndDate, PrimacyWindowStartDate, PrimacyWindowTermDate, Side2PatientDOB",
dbo,qryPPPAnthemRxCommVsCAQH_OS_Comm_PriorityDeduping,7,0,0,0,46,"DOB, AnthemPolicyStartDate, AnthemPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate, EffectiveDate, TerminationDate",
dbo,qryPPPBCBSNC_RXCommVsCMSEPartD_Step2,3,0,0,0,23,"PatientDOB, OIEffectiveDate, OITermDate",
dbo,qryPPPBcbsNcRxCommVsAuditEligCommStage1,3,0,0,0,24,"EffectiveDate, TermDate, PatientDOB",
dbo,qryPPPCignaRxCommVsCAQHCommOtherPayerTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPEmblemRxCommVsCAQH_OS_Comm_Raw,5,0,0,0,38,"DOB, EmblemPolicyStartDate, EmblemPolicyEndDate, OIPolicyStartDate, OIPolicyEndDate",
dbo,qryPPPFidelisRxCommVsEnrichEligPartD_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
dbo,qryPPPHAPRxCommVsCMSEPartDStage2,3,0,0,0,20,"MedEffectiveDate, MedTermDate, MedPatDOB",
dbo,qryPPPNYSHIPRxPartDVsAuditEligCommTmpMultiPolicy2,2,0,0,0,4,"MinEffectiveDate, MaxTermDate",
dbo,qryPPPOscarRxCommVsCMSEPartD_MedicareEligibility,1,0,0,0,4,PatientDOB,
dbo,tblAuditMcdVsCommResults,7,0,0,0,26,"SmartCompDate, PatientDOB, OIEffectiveDate, OITermDate, PrimacyEffectiveDate, PrimacyTermDate, ResultsMinedDate",
evernorth,EvernorthAllMining_CEM_CETOResults_Research,1,0,0,0,4,CompletionDateTime,
evernorth,EvernorthCOBCFullCEMPrep,5,0,0,0,51,"DOB, SubscriberDOB, EffectiveDate, OtherDOB, InsertDate",
evernorth,qryPPPEvernorthRxCommVsCAQHStagePostpay,10,0,0,0,64,"EvernorthDOB, EvernorthEffectiveDate, EvernorthTermDate, CAQHDOB, CAQHEffectiveDate, CAQHTermDate, CAQHSubscriberDOB, CoverageOverlapStartDate, CoverageOverlapEndDate, CAQHDateOfBirth",
BcbsMn,qryPPPBCBSMNRxCommVsAuditEligComm_GrossOverlaps,1,0,0,0,11,OtherDateOfBirth,
RetroTerm,BCBSNCOtherInsurance_Backup,4,0,0,0,19,"ClientTerminationDate, OiEffectiveDate, OiDob, OiTermDate",
compliance,AppDevProduced,1,0,0,0,5,DateProduced,
dbo,AetnaHRP_TPLLookbehindStep1,4,0,0,0,15,"EffectiveDate, TerminationDate, d_injury, d_closed",
dbo,AetnaRxRetroTermStep6,4,0,0,0,27,"DOB, EffectiveDate, TermDate, UpdateDate",
dbo,BCBSSCCAQH5,9,0,0,0,44,"BCBSSCDOB, BCBSSCEffectiveDate, BCBSSCTermDate, CAQHDOB, CAQHEffectiveDate, CAQHTermDate, CoverageOverlapStartDate, CoverageOverlapEndDate, CAQHDateOfBirth",
dbo,BcbsNcRetroEligPrep,3,0,0,0,17,"EffectiveDate, TerminationDate, DateOfBirth",
